ResponseId,CounterBalance,Domain,Nudge,Treatment,measure,value
R_3QWRNcOj7uJNxPy,4,Electric Vehicle,Default,Effectiveness,success,5
R_Un1uXQDmG7vBQ9b,4,Electric Vehicle,Default,Effectiveness,success,2
R_1JDtS4xCPDGyGTQ,4,Electric Vehicle,Default,Effectiveness,success,2
R_2RQAPPqUYDxYDCr,4,Electric Vehicle,Default,Effectiveness,success,3
R_1hFpNRWd0Zfgu6E,4,Electric Vehicle,Default,Effectiveness,success,2
R_x6gZCLvxa78Wg5H,4,Electric Vehicle,Default,Effectiveness,success,4
R_3KuZ8b46F2eCM7p,4,Electric Vehicle,Default,Effectiveness,success,6
R_VOKieCQNkoNYudz,4,Electric Vehicle,Default,Effectiveness,success,7
R_33g4PNIlrlvdlTa,4,Electric Vehicle,Default,Effectiveness,success,5
R_1lmdfbCH1KC9A92,4,Electric Vehicle,Default,Effectiveness,success,3
R_0GOyAlDVp19aNMJ,4,Electric Vehicle,Default,Effectiveness,success,4
R_2TRELeAw1mzG6qR,4,Electric Vehicle,Default,Effectiveness,success,7
R_xzsLctDt2xmjrqh,4,Electric Vehicle,Default,Effectiveness,success,3
R_21FhZEWERWOQAdC,4,Electric Vehicle,Default,Effectiveness,success,5
R_qJikmwNsHQyjFJv,4,Electric Vehicle,Default,Effectiveness,success,6
R_XNDHMBpA1Vxu5O1,4,Electric Vehicle,Default,Effectiveness,success,3
R_snzw6m4Rk7amPtf,4,Electric Vehicle,Default,Effectiveness,success,6
R_3QPOQpHul1I7EJS,4,Electric Vehicle,Default,Effectiveness,success,6
R_3ikgqC5NgxH6S5I,4,Electric Vehicle,Default,Effectiveness,success,5
R_3iPYdOiGPkB8HIr,4,Electric Vehicle,Default,Effectiveness,success,5
R_2E4xg7ZBAVbVdnc,4,Electric Vehicle,Default,Effectiveness,success,5
R_3gMosbRvwy87WJL,4,Electric Vehicle,Default,Effectiveness,success,6
R_2RPzaR4RVmBP96c,4,Electric Vehicle,Default,Effectiveness,success,7
R_ClhUFa5OMLaVs09,4,Electric Vehicle,Default,Effectiveness,success,7
R_OHc2rtRi95fHO5X,4,Electric Vehicle,Default,Effectiveness,success,5
R_BWAKJVLmfZ81gaJ,4,Electric Vehicle,Default,Effectiveness,success,7
R_3OqAXaLTKqMdAY5,3,Organ Donation,Default,Control,success,5
R_3kOnrkyNrpGeR1Y,3,Organ Donation,Default,Control,success,3
R_2Ubzzjc9ytuAf48,3,Organ Donation,Default,Control,success,3
R_ZqUlgvnhsX664Fz,3,Organ Donation,Default,Control,success,2
R_1PRcFXrzX6yqgQn,3,Organ Donation,Default,Control,success,6
R_10MMkqh7MT7xujW,3,Organ Donation,Default,Control,success,4
R_1LAnNEpRgbwzZAZ,3,Organ Donation,Default,Control,success,4
R_1lsq4BgtyE9g3r0,3,Organ Donation,Default,Control,success,4
R_22PwU1KkgAd7lvj,3,Organ Donation,Default,Control,success,5
R_2ceDDLoeNpEw4Ok,3,Organ Donation,Default,Control,success,6
R_3RpwuS0BAIU9vwy,3,Organ Donation,Default,Control,success,6
R_ezjse6T3s7XJQIh,3,Organ Donation,Default,Control,success,6
R_xgYQWYvrJD1PzLH,3,Organ Donation,Default,Control,success,5
R_1j9S7mSTrFVFRO4,3,Organ Donation,Default,Control,success,7
R_31uVHHNVYPlUZyG,3,Organ Donation,Default,Control,success,7
R_26aKd1ljmzqFACk,3,Organ Donation,Default,Control,success,7
R_2YeS7FgYp6TUFLK,3,Organ Donation,Default,Control,success,7
R_1ePsjv643tukDSr,3,Organ Donation,Default,Control,success,6
R_2c7XilHXVVa90Oe,3,Organ Donation,Default,Control,success,6
R_w0Q0MMpf9xNkGMp,3,Organ Donation,Default,Control,success,6
R_2QYiUha0DX2rJn3,3,Organ Donation,Default,Control,success,7
R_56g5lPILAEiOPHH,3,Organ Donation,Default,Control,success,6
R_1rMJSVyWlhLEFRH,3,Organ Donation,Default,Control,success,7
R_2zdskUGVSbVcIUr,3,Organ Donation,Default,Control,success,7
R_1EWmVfNzO40yenG,3,Organ Donation,Default,Control,success,7
R_1mFbOvAPN1XFfFG,3,Organ Donation,Default,Control,success,5
R_2dtFKUtIXr0Qxpi,3,Organ Donation,Default,Control,success,5
R_tDMpnvHTMpXacPD,3,Organ Donation,Default,Control,success,7
R_3iKHwxPvzBUTiXw,3,Organ Donation,Default,Control,success,7
R_2ykfg0sLQtIpqhv,3,Organ Donation,Default,Control,success,7
R_2P7P4RE0c7SYmJb,2,Flu Shot,Default,Resistibility,success,4
R_1o5yqVzCZtgj6H4,2,Flu Shot,Default,Resistibility,success,5
R_1mk3kxaqoDm4Ipl,2,Flu Shot,Default,Resistibility,success,6
R_AvQ3MPJZr12vGXT,2,Flu Shot,Default,Resistibility,success,4
R_2WSAvpnd6rVQGSo,2,Flu Shot,Default,Resistibility,success,4
R_1pLEURoqlSWBT0S,2,Flu Shot,Default,Resistibility,success,6
R_paYQ8L2GbtXi1G1,2,Flu Shot,Default,Resistibility,success,4
R_1hQZpyg9SAgP7BN,2,Flu Shot,Default,Resistibility,success,5
R_33qlsjTBHS2WcpJ,2,Flu Shot,Default,Resistibility,success,6
R_296W2UHX4sDBs0V,2,Flu Shot,Default,Resistibility,success,4
R_1Iati7r4b74gclr,2,Flu Shot,Default,Resistibility,success,4
R_1nSXICZCQLOZzEz,2,Flu Shot,Default,Resistibility,success,5
R_3KUX6MMHsn4GmnR,2,Flu Shot,Default,Resistibility,success,6
R_rqj9JrdR0QcEoHD,2,Flu Shot,Default,Resistibility,success,7
R_2dhDQMTiqSnUrLC,2,Flu Shot,Default,Resistibility,success,6
R_33rnkmlaHYYwsk4,2,Flu Shot,Default,Resistibility,success,2
R_DcR59GUJLx4lLsR,2,Flu Shot,Default,Resistibility,success,4
R_zSu03ctocJsHkyt,2,Flu Shot,Default,Resistibility,success,5
R_1FxqB2P07rn0gwp,2,Flu Shot,Default,Resistibility,success,4
R_33pbtVyVtgquEwx,2,Flu Shot,Default,Resistibility,success,5
R_3nA6tzws31egabe,2,Flu Shot,Default,Resistibility,success,5
R_2TXLKZRia3vdeo7,2,Flu Shot,Default,Resistibility,success,6
R_22E5MebN5txdRLR,2,Flu Shot,Default,Resistibility,success,6
R_1lAXf78tfZPitte,2,Flu Shot,Default,Resistibility,success,6
R_2tmcucIdi6Ds04F,2,Flu Shot,Default,Resistibility,success,7
R_1hLx59rIXvwFU7G,2,Flu Shot,Default,Resistibility,success,6
R_28BXypbEKV9AluC,2,Flu Shot,Default,Resistibility,success,7
R_1TXBNZ1uAALDNmx,2,Flu Shot,Default,Resistibility,success,7
R_9ow5u3O4tCeUnuN,2,Flu Shot,Default,Resistibility,success,7
R_3J8EjQzrBpdUJO5,2,Flu Shot,Default,Resistibility,success,5
R_1ot2u7LDk1suWxt,2,Flu Shot,Default,Resistibility,success,7
R_3HSMIP1S5RmPnWp,2,Flu Shot,Default,Resistibility,success,6
R_2v0qd0MzebrGql7,2,Flu Shot,Default,Resistibility,success,7
R_BJKtBq75EXpTvcl,1,Flood Insurance,Default,Loss Aversion,success,3
R_wMBGSJoFIzOYpMd,1,Flood Insurance,Default,Loss Aversion,success,4
R_1ouJVYQ7yeQBUdn,1,Flood Insurance,Default,Loss Aversion,success,6
R_3KvgGiF8tVodfdB,1,Flood Insurance,Default,Loss Aversion,success,7
R_12ioa0l7BB5L2EM,1,Flood Insurance,Default,Loss Aversion,success,5
R_1eWf1T9MGa1IQ3Z,1,Flood Insurance,Default,Loss Aversion,success,4
R_5bfJv8fdsM0AnId,1,Flood Insurance,Default,Loss Aversion,success,6
R_10vpEUuEmhVrMzi,1,Flood Insurance,Default,Loss Aversion,success,7
R_1OjzU8VivtYP4zv,1,Flood Insurance,Default,Loss Aversion,success,5
R_ZqJo1vz5IU5CLtf,1,Flood Insurance,Default,Loss Aversion,success,6
R_1rknRDjnqKjW5wO,1,Flood Insurance,Default,Loss Aversion,success,6
R_sNlxlscdTwKakOR,1,Flood Insurance,Default,Loss Aversion,success,6
R_1IAieEHlQv0sKlF,1,Flood Insurance,Default,Loss Aversion,success,6
R_3Jyr0zgSvbmyXN3,1,Flood Insurance,Default,Loss Aversion,success,5
R_1LNZOvsR7YEgDBP,1,Flood Insurance,Default,Loss Aversion,success,5
R_3LXBKpsgGsbtDyv,1,Flood Insurance,Default,Loss Aversion,success,6
R_1mKp0rbOcWwvYrX,1,Flood Insurance,Default,Loss Aversion,success,7
R_3lrU5tIkwomDzKh,1,Flood Insurance,Default,Loss Aversion,success,6
R_25A83tYZhDcEdf5,1,Flood Insurance,Default,Loss Aversion,success,6
R_szYTNnpma31YJih,1,Flood Insurance,Default,Loss Aversion,success,5
R_qOQh7UNPoUnc0k9,1,Flood Insurance,Default,Loss Aversion,success,5
R_2afSKZTm3QxLZEP,1,Flood Insurance,Default,Loss Aversion,success,7
R_10OPLE8I6zrdtwI,1,Flood Insurance,Default,Loss Aversion,success,6
R_vwTPVV6T7WbBkaJ,1,Flood Insurance,Default,Loss Aversion,success,7
R_3OcvmohVN4WCAz5,1,Flood Insurance,Default,Loss Aversion,success,7
R_3GwXmN2gGfOcFg5,1,Flood Insurance,Default,Loss Aversion,success,6
R_1jIYHf46mvizKQy,1,Flood Insurance,Default,Loss Aversion,success,7
R_2YfA0sWZihZwYba,1,Flood Insurance,Default,Loss Aversion,success,6
R_3jfEe7QzO8opwvm,1,Flood Insurance,Default,Loss Aversion,success,7
R_r0Ulwjm2O6KaZSp,5,Retirement Savings,Default,Choice,RT,3.044
R_331Q82a7NP6ZnSJ,5,Retirement Savings,Default,Choice,RT,149.109
R_z74ShAEAZwT7cIx,5,Retirement Savings,Default,Choice,RT,35.801
R_1NqRrPTK4NBB0CE,5,Retirement Savings,Default,Choice,RT,6.309
R_1QflQWDGKo8Gl4T,5,Retirement Savings,Default,Choice,RT,5.828
R_2dSb1Nbp2vMbaDQ,5,Retirement Savings,Default,Choice,RT,7.47
R_sgP0qp7fmALYkPT,5,Retirement Savings,Default,Choice,RT,6.277
R_2zp4Olpn08NG3se,5,Retirement Savings,Default,Choice,RT,18.667
R_2ASeqGjkUsOEYK9,5,Retirement Savings,Default,Choice,RT,194.445
R_3O2LLQuI7Hyc7Au,5,Retirement Savings,Default,Choice,RT,11.704
R_XB5If00YHEbCGzf,5,Retirement Savings,Default,Choice,RT,26.635
R_3gR8yFZMbnCWyAE,5,Retirement Savings,Default,Choice,RT,5.306
R_3k1A2aQwSvoaAcc,5,Retirement Savings,Default,Choice,RT,12.394
R_1FCUn1Mmop7uVAT,5,Retirement Savings,Default,Choice,RT,5.418
R_22rww56N9QNV2Gk,5,Retirement Savings,Default,Choice,RT,58.401
R_3qvu64ntOrlkTyK,5,Retirement Savings,Default,Choice,RT,51.815
R_3m3vehvBwE3y1hu,5,Retirement Savings,Default,Choice,RT,49.535
R_3KxflPAFCthwJo5,5,Retirement Savings,Default,Choice,RT,60.131
R_3De9rV5JdnvEoyU,5,Retirement Savings,Default,Choice,RT,7.038
R_6F3KoVWQUwKNnrP,5,Retirement Savings,Default,Choice,RT,53
R_2TSjykpn84GEVtz,5,Retirement Savings,Default,Choice,RT,38.29
R_1NeroelYUKjU8lb,5,Retirement Savings,Default,Choice,RT,127.452
R_3EhGT2xXtm4BWtc,5,Retirement Savings,Default,Choice,RT,28.51
R_1l0uutWgGsAOhgB,5,Retirement Savings,Default,Choice,RT,199.17
R_O0B2n5Mpk26fk41,5,Retirement Savings,Default,Choice,RT,11.322
R_1prswasmpDqFVi9,5,Retirement Savings,Default,Choice,RT,54.782
R_1CqGTozF82DpwoR,5,Retirement Savings,Default,Choice,RT,39.881
R_1LbbB7XHilhiBAE,5,Retirement Savings,Default,Choice,RT,36.908
R_pmDzeJUoWZccHmN,5,Retirement Savings,Default,Choice,RT,10.743
R_1jjnty7EJa9uCw1,4,Electric Vehicle,Default,Effectiveness,RT,11.361
R_vcwOtPhiSuhcQKd,4,Electric Vehicle,Default,Effectiveness,RT,40.099
R_3QWRNcOj7uJNxPy,4,Electric Vehicle,Default,Effectiveness,RT,2.312
R_Un1uXQDmG7vBQ9b,4,Electric Vehicle,Default,Effectiveness,RT,32.017
R_1JDtS4xCPDGyGTQ,4,Electric Vehicle,Default,Effectiveness,RT,21.664
R_2RQAPPqUYDxYDCr,4,Electric Vehicle,Default,Effectiveness,RT,40.987
R_1hFpNRWd0Zfgu6E,4,Electric Vehicle,Default,Effectiveness,RT,37.767
R_x6gZCLvxa78Wg5H,4,Electric Vehicle,Default,Effectiveness,RT,22.599
R_3KuZ8b46F2eCM7p,4,Electric Vehicle,Default,Effectiveness,RT,17.424
R_VOKieCQNkoNYudz,4,Electric Vehicle,Default,Effectiveness,RT,5.048
R_33g4PNIlrlvdlTa,4,Electric Vehicle,Default,Effectiveness,RT,4.69
R_1lmdfbCH1KC9A92,4,Electric Vehicle,Default,Effectiveness,RT,38.319
R_0GOyAlDVp19aNMJ,4,Electric Vehicle,Default,Effectiveness,RT,38.33
R_2TRELeAw1mzG6qR,4,Electric Vehicle,Default,Effectiveness,RT,25.089
R_xzsLctDt2xmjrqh,4,Electric Vehicle,Default,Effectiveness,RT,18.012
R_21FhZEWERWOQAdC,4,Electric Vehicle,Default,Effectiveness,RT,13.754
R_qJikmwNsHQyjFJv,4,Electric Vehicle,Default,Effectiveness,RT,41.476
R_XNDHMBpA1Vxu5O1,4,Electric Vehicle,Default,Effectiveness,RT,53.515
R_snzw6m4Rk7amPtf,4,Electric Vehicle,Default,Effectiveness,RT,3.282
R_3QPOQpHul1I7EJS,4,Electric Vehicle,Default,Effectiveness,RT,84.716
R_3ikgqC5NgxH6S5I,4,Electric Vehicle,Default,Effectiveness,RT,30.777
R_3iPYdOiGPkB8HIr,4,Electric Vehicle,Default,Effectiveness,RT,37.628
R_2E4xg7ZBAVbVdnc,4,Electric Vehicle,Default,Effectiveness,RT,60.372
R_3gMosbRvwy87WJL,4,Electric Vehicle,Default,Effectiveness,RT,8.5
R_2RPzaR4RVmBP96c,4,Electric Vehicle,Default,Effectiveness,RT,62.84
R_ClhUFa5OMLaVs09,4,Electric Vehicle,Default,Effectiveness,RT,2.823
R_OHc2rtRi95fHO5X,4,Electric Vehicle,Default,Effectiveness,RT,23.245
R_BWAKJVLmfZ81gaJ,4,Electric Vehicle,Default,Effectiveness,RT,49.724
R_3OqAXaLTKqMdAY5,3,Organ Donation,Default,Control,RT,342.114
R_3kOnrkyNrpGeR1Y,3,Organ Donation,Default,Control,RT,45.575
R_2Ubzzjc9ytuAf48,3,Organ Donation,Default,Control,RT,25.314
R_ZqUlgvnhsX664Fz,3,Organ Donation,Default,Control,RT,45.348
R_1PRcFXrzX6yqgQn,3,Organ Donation,Default,Control,RT,23.735
R_10MMkqh7MT7xujW,3,Organ Donation,Default,Control,RT,40.034
R_1LAnNEpRgbwzZAZ,3,Organ Donation,Default,Control,RT,43.913
R_1lsq4BgtyE9g3r0,3,Organ Donation,Default,Control,RT,32.439
R_22PwU1KkgAd7lvj,3,Organ Donation,Default,Control,RT,12.29
R_2ceDDLoeNpEw4Ok,3,Organ Donation,Default,Control,RT,7.92
R_3RpwuS0BAIU9vwy,3,Organ Donation,Default,Control,RT,78.142
R_ezjse6T3s7XJQIh,3,Organ Donation,Default,Control,RT,172.383
R_xgYQWYvrJD1PzLH,3,Organ Donation,Default,Control,RT,49.114
R_1j9S7mSTrFVFRO4,3,Organ Donation,Default,Control,RT,9.415
R_31uVHHNVYPlUZyG,3,Organ Donation,Default,Control,RT,11.136
R_26aKd1ljmzqFACk,3,Organ Donation,Default,Control,RT,77.415
R_2YeS7FgYp6TUFLK,3,Organ Donation,Default,Control,RT,142.759
R_1ePsjv643tukDSr,3,Organ Donation,Default,Control,RT,5.974
R_2c7XilHXVVa90Oe,3,Organ Donation,Default,Control,RT,7.498
R_w0Q0MMpf9xNkGMp,3,Organ Donation,Default,Control,RT,142.431
R_2QYiUha0DX2rJn3,3,Organ Donation,Default,Control,RT,704.747
R_56g5lPILAEiOPHH,3,Organ Donation,Default,Control,RT,6.433
R_1rMJSVyWlhLEFRH,3,Organ Donation,Default,Control,RT,11.613
R_2zdskUGVSbVcIUr,3,Organ Donation,Default,Control,RT,24.991
R_1EWmVfNzO40yenG,3,Organ Donation,Default,Control,RT,38.336
R_1mFbOvAPN1XFfFG,3,Organ Donation,Default,Control,RT,6.032
R_2dtFKUtIXr0Qxpi,3,Organ Donation,Default,Control,RT,41.697
R_tDMpnvHTMpXacPD,3,Organ Donation,Default,Control,RT,111.06
R_3iKHwxPvzBUTiXw,3,Organ Donation,Default,Control,RT,19.449
R_2ykfg0sLQtIpqhv,3,Organ Donation,Default,Control,RT,14.477
R_2P7P4RE0c7SYmJb,2,Flu Shot,Default,Resistibility,RT,33.811
R_1o5yqVzCZtgj6H4,2,Flu Shot,Default,Resistibility,RT,588.633
R_1mk3kxaqoDm4Ipl,2,Flu Shot,Default,Resistibility,RT,31.87
R_AvQ3MPJZr12vGXT,2,Flu Shot,Default,Resistibility,RT,4.888
R_2WSAvpnd6rVQGSo,2,Flu Shot,Default,Resistibility,RT,70.95
R_1pLEURoqlSWBT0S,2,Flu Shot,Default,Resistibility,RT,85.082
R_paYQ8L2GbtXi1G1,2,Flu Shot,Default,Resistibility,RT,66.258
R_1hQZpyg9SAgP7BN,2,Flu Shot,Default,Resistibility,RT,60.257
R_33qlsjTBHS2WcpJ,2,Flu Shot,Default,Resistibility,RT,12.091
R_296W2UHX4sDBs0V,2,Flu Shot,Default,Resistibility,RT,23.743
R_1Iati7r4b74gclr,2,Flu Shot,Default,Resistibility,RT,94.063
R_1nSXICZCQLOZzEz,2,Flu Shot,Default,Resistibility,RT,15.463
R_3KUX6MMHsn4GmnR,2,Flu Shot,Default,Resistibility,RT,93.405
R_rqj9JrdR0QcEoHD,2,Flu Shot,Default,Resistibility,RT,76.686
R_2dhDQMTiqSnUrLC,2,Flu Shot,Default,Resistibility,RT,25.606
R_33rnkmlaHYYwsk4,2,Flu Shot,Default,Resistibility,RT,259.769
R_DcR59GUJLx4lLsR,2,Flu Shot,Default,Resistibility,RT,16.159
R_zSu03ctocJsHkyt,2,Flu Shot,Default,Resistibility,RT,4.317
R_1FxqB2P07rn0gwp,2,Flu Shot,Default,Resistibility,RT,9.674
R_33pbtVyVtgquEwx,2,Flu Shot,Default,Resistibility,RT,6.169
R_3nA6tzws31egabe,2,Flu Shot,Default,Resistibility,RT,25.437
R_2TXLKZRia3vdeo7,2,Flu Shot,Default,Resistibility,RT,14.595
R_22E5MebN5txdRLR,2,Flu Shot,Default,Resistibility,RT,7.124
R_1lAXf78tfZPitte,2,Flu Shot,Default,Resistibility,RT,5.497
R_2tmcucIdi6Ds04F,2,Flu Shot,Default,Resistibility,RT,595.508
R_1hLx59rIXvwFU7G,2,Flu Shot,Default,Resistibility,RT,39.892
R_28BXypbEKV9AluC,2,Flu Shot,Default,Resistibility,RT,11.419
R_1TXBNZ1uAALDNmx,2,Flu Shot,Default,Resistibility,RT,5.25
R_9ow5u3O4tCeUnuN,2,Flu Shot,Default,Resistibility,RT,24.163
R_3J8EjQzrBpdUJO5,2,Flu Shot,Default,Resistibility,RT,25.394
R_1ot2u7LDk1suWxt,2,Flu Shot,Default,Resistibility,RT,2.743
R_3HSMIP1S5RmPnWp,2,Flu Shot,Default,Resistibility,RT,23.773
R_2v0qd0MzebrGql7,2,Flu Shot,Default,Resistibility,RT,4.735
R_BJKtBq75EXpTvcl,1,Flood Insurance,Default,Loss Aversion,RT,22.229
R_wMBGSJoFIzOYpMd,1,Flood Insurance,Default,Loss Aversion,RT,18.529
R_1ouJVYQ7yeQBUdn,1,Flood Insurance,Default,Loss Aversion,RT,8.372
R_3KvgGiF8tVodfdB,1,Flood Insurance,Default,Loss Aversion,RT,4.235
R_12ioa0l7BB5L2EM,1,Flood Insurance,Default,Loss Aversion,RT,290.594
R_1eWf1T9MGa1IQ3Z,1,Flood Insurance,Default,Loss Aversion,RT,38.257
R_5bfJv8fdsM0AnId,1,Flood Insurance,Default,Loss Aversion,RT,43.371
R_10vpEUuEmhVrMzi,1,Flood Insurance,Default,Loss Aversion,RT,11.75
R_1OjzU8VivtYP4zv,1,Flood Insurance,Default,Loss Aversion,RT,65.908
R_ZqJo1vz5IU5CLtf,1,Flood Insurance,Default,Loss Aversion,RT,30.044
R_1rknRDjnqKjW5wO,1,Flood Insurance,Default,Loss Aversion,RT,5.986
R_sNlxlscdTwKakOR,1,Flood Insurance,Default,Loss Aversion,RT,3.83
R_1IAieEHlQv0sKlF,1,Flood Insurance,Default,Loss Aversion,RT,59.632
R_3Jyr0zgSvbmyXN3,1,Flood Insurance,Default,Loss Aversion,RT,18.898
R_1LNZOvsR7YEgDBP,1,Flood Insurance,Default,Loss Aversion,RT,47.975
R_3LXBKpsgGsbtDyv,1,Flood Insurance,Default,Loss Aversion,RT,7.545
R_1mKp0rbOcWwvYrX,1,Flood Insurance,Default,Loss Aversion,RT,466.556
R_3lrU5tIkwomDzKh,1,Flood Insurance,Default,Loss Aversion,RT,41.666
R_25A83tYZhDcEdf5,1,Flood Insurance,Default,Loss Aversion,RT,4.514
R_szYTNnpma31YJih,1,Flood Insurance,Default,Loss Aversion,RT,13.084
R_qOQh7UNPoUnc0k9,1,Flood Insurance,Default,Loss Aversion,RT,3.54
R_2afSKZTm3QxLZEP,1,Flood Insurance,Default,Loss Aversion,RT,6.201
R_10OPLE8I6zrdtwI,1,Flood Insurance,Default,Loss Aversion,RT,2.15
R_vwTPVV6T7WbBkaJ,1,Flood Insurance,Default,Loss Aversion,RT,73.562
R_3OcvmohVN4WCAz5,1,Flood Insurance,Default,Loss Aversion,RT,24.781
R_3GwXmN2gGfOcFg5,1,Flood Insurance,Default,Loss Aversion,RT,23.135
R_1jIYHf46mvizKQy,1,Flood Insurance,Default,Loss Aversion,RT,86.625
R_2YfA0sWZihZwYba,1,Flood Insurance,Default,Loss Aversion,RT,5.724
R_3jfEe7QzO8opwvm,1,Flood Insurance,Default,Loss Aversion,RT,11.111
R_r0Ulwjm2O6KaZSp,5,Flu Shot,Social Proof,Loss Aversion,acceptability,7
R_331Q82a7NP6ZnSJ,5,Flu Shot,Social Proof,Loss Aversion,acceptability,4
R_z74ShAEAZwT7cIx,5,Flu Shot,Social Proof,Loss Aversion,acceptability,4
R_1NqRrPTK4NBB0CE,5,Flu Shot,Social Proof,Loss Aversion,acceptability,4
R_1QflQWDGKo8Gl4T,5,Flu Shot,Social Proof,Loss Aversion,acceptability,4
R_2dSb1Nbp2vMbaDQ,5,Flu Shot,Social Proof,Loss Aversion,acceptability,4
R_sgP0qp7fmALYkPT,5,Flu Shot,Social Proof,Loss Aversion,acceptability,4
R_2zp4Olpn08NG3se,5,Flu Shot,Social Proof,Loss Aversion,acceptability,4
R_2ASeqGjkUsOEYK9,5,Flu Shot,Social Proof,Loss Aversion,acceptability,6
R_3O2LLQuI7Hyc7Au,5,Flu Shot,Social Proof,Loss Aversion,acceptability,5
R_XB5If00YHEbCGzf,5,Flu Shot,Social Proof,Loss Aversion,acceptability,5
R_3gR8yFZMbnCWyAE,5,Flu Shot,Social Proof,Loss Aversion,acceptability,5
R_3k1A2aQwSvoaAcc,5,Flu Shot,Social Proof,Loss Aversion,acceptability,5
R_1FCUn1Mmop7uVAT,5,Flu Shot,Social Proof,Loss Aversion,acceptability,6
R_22rww56N9QNV2Gk,5,Flu Shot,Social Proof,Loss Aversion,acceptability,5
R_3qvu64ntOrlkTyK,5,Flu Shot,Social Proof,Loss Aversion,acceptability,5
R_3m3vehvBwE3y1hu,5,Flu Shot,Social Proof,Loss Aversion,acceptability,6
R_3KxflPAFCthwJo5,5,Flu Shot,Social Proof,Loss Aversion,acceptability,6
R_3De9rV5JdnvEoyU,5,Flu Shot,Social Proof,Loss Aversion,acceptability,6
R_6F3KoVWQUwKNnrP,5,Flu Shot,Social Proof,Loss Aversion,acceptability,7
R_2TSjykpn84GEVtz,5,Flu Shot,Social Proof,Loss Aversion,acceptability,3
R_1NeroelYUKjU8lb,5,Flu Shot,Social Proof,Loss Aversion,acceptability,7
R_3EhGT2xXtm4BWtc,5,Flu Shot,Social Proof,Loss Aversion,acceptability,6
R_1l0uutWgGsAOhgB,5,Flu Shot,Social Proof,Loss Aversion,acceptability,6
R_O0B2n5Mpk26fk41,5,Flu Shot,Social Proof,Loss Aversion,acceptability,7
R_1prswasmpDqFVi9,5,Flu Shot,Social Proof,Loss Aversion,acceptability,7
R_1CqGTozF82DpwoR,5,Flu Shot,Social Proof,Loss Aversion,acceptability,7
R_1LbbB7XHilhiBAE,5,Flu Shot,Social Proof,Loss Aversion,acceptability,7
R_pmDzeJUoWZccHmN,5,Flu Shot,Social Proof,Loss Aversion,acceptability,7
R_1jjnty7EJa9uCw1,4,Flood Insurance,Social Proof,Control,acceptability,1
R_vcwOtPhiSuhcQKd,4,Flood Insurance,Social Proof,Control,acceptability,6
R_3QWRNcOj7uJNxPy,4,Flood Insurance,Social Proof,Control,acceptability,5
R_Un1uXQDmG7vBQ9b,4,Flood Insurance,Social Proof,Control,acceptability,3
R_1JDtS4xCPDGyGTQ,4,Flood Insurance,Social Proof,Control,acceptability,5
R_2RQAPPqUYDxYDCr,4,Flood Insurance,Social Proof,Control,acceptability,6
R_1hFpNRWd0Zfgu6E,4,Flood Insurance,Social Proof,Control,acceptability,7
R_x6gZCLvxa78Wg5H,4,Flood Insurance,Social Proof,Control,acceptability,6
R_3KuZ8b46F2eCM7p,4,Flood Insurance,Social Proof,Control,acceptability,4
R_VOKieCQNkoNYudz,4,Flood Insurance,Social Proof,Control,acceptability,3
R_33g4PNIlrlvdlTa,4,Flood Insurance,Social Proof,Control,acceptability,4
R_1lmdfbCH1KC9A92,4,Flood Insurance,Social Proof,Control,acceptability,6
R_0GOyAlDVp19aNMJ,4,Flood Insurance,Social Proof,Control,acceptability,7
R_2TRELeAw1mzG6qR,4,Flood Insurance,Social Proof,Control,acceptability,6
R_xzsLctDt2xmjrqh,4,Flood Insurance,Social Proof,Control,acceptability,5
R_21FhZEWERWOQAdC,4,Flood Insurance,Social Proof,Control,acceptability,5
R_qJikmwNsHQyjFJv,4,Flood Insurance,Social Proof,Control,acceptability,7
R_XNDHMBpA1Vxu5O1,4,Flood Insurance,Social Proof,Control,acceptability,5
R_snzw6m4Rk7amPtf,4,Flood Insurance,Social Proof,Control,acceptability,5
R_3QPOQpHul1I7EJS,4,Flood Insurance,Social Proof,Control,acceptability,3
R_3ikgqC5NgxH6S5I,4,Flood Insurance,Social Proof,Control,acceptability,5
R_3iPYdOiGPkB8HIr,4,Flood Insurance,Social Proof,Control,acceptability,7
R_2E4xg7ZBAVbVdnc,4,Flood Insurance,Social Proof,Control,acceptability,4
R_3gMosbRvwy87WJL,4,Flood Insurance,Social Proof,Control,acceptability,7
R_2RPzaR4RVmBP96c,4,Flood Insurance,Social Proof,Control,acceptability,6
R_ClhUFa5OMLaVs09,4,Flood Insurance,Social Proof,Control,acceptability,7
R_OHc2rtRi95fHO5X,4,Flood Insurance,Social Proof,Control,acceptability,6
R_BWAKJVLmfZ81gaJ,4,Flood Insurance,Social Proof,Control,acceptability,7
R_3OqAXaLTKqMdAY5,3,Electric Vehicle,Social Proof,Resistibility,acceptability,6
R_3kOnrkyNrpGeR1Y,3,Electric Vehicle,Social Proof,Resistibility,acceptability,3
R_2Ubzzjc9ytuAf48,3,Electric Vehicle,Social Proof,Resistibility,acceptability,2
R_ZqUlgvnhsX664Fz,3,Electric Vehicle,Social Proof,Resistibility,acceptability,5
R_1PRcFXrzX6yqgQn,3,Electric Vehicle,Social Proof,Resistibility,acceptability,7
R_10MMkqh7MT7xujW,3,Electric Vehicle,Social Proof,Resistibility,acceptability,4
